+---------------------------------------------------------------------------------------+-------+----------+--------+
| dependency name                                                                       | count | precison | recall |
| org.apache.poi:poi                                                                    |  204  |  0.0857  | 0.0147 |
| org.springframework.boot:spring-boot-starter-jersey                                   |   78  |  0.0833  | 0.0128 |
| com.sun.faces:jsf-api                                                                 |   73  |  0.0833  | 0.0137 |
| org.springframework.boot:spring-boot-starter                                          |  286  |  0.0808  | 0.028  |
| com.squareup.picasso:picasso                                                          |  158  |   0.08   | 0.0127 |
| com.sparkjava:spark-core                                                              |   85  |   0.08   | 0.0471 |
| org.powermock:powermock-api-mockito                                                   |   48  |  0.0769  | 0.0208 |
| io.reactivex:rxandroid                                                                |   78  |  0.0769  | 0.0128 |
| com.github.javaparser:javaparser-core                                                 |   12  |  0.0769  | 0.0833 |
| org.springframework:spring-aop                                                        |  343  |  0.075   | 0.0087 |
| org.json:json                                                                         |  270  |  0.0741  | 0.0222 |
| org.codehaus.jackson:jackson-mapper-asl                                               |  248  |  0.0725  | 0.0202 |
| org.freemarker:freemarker                                                             |  101  |  0.0667  | 0.0099 |
| com.android.support:multidex                                                          |   73  |  0.0667  | 0.0137 |
| org.springframework.security:spring-security-taglibs                                  |  133  |  0.0667  | 0.0075 |
| commons-logging:commons-logging                                                       |  332  |  0.0659  | 0.0181 |
| com.googlecode.json-simple:json-simple                                                |  184  |  0.0656  | 0.0217 |
| org.assertj:assertj-core                                                              |  284  |  0.0654  | 0.0352 |
| com.hazelcast:hazelcast                                                               |   30  |  0.0625  | 0.0333 |
| org.springframework.boot:spring-boot-starter-freemarker                               |   71  |  0.0588  | 0.0141 |
| com.beust:jcommander                                                                  |   28  |  0.0588  | 0.0357 |
| org.mongodb:mongo-java-driver                                                         |   64  |  0.0588  | 0.0156 |
| ch.qos.logback:logback-core                                                           |  171  |  0.0571  | 0.0117 |
| io.rest-assured:rest-assured                                                          |   59  |  0.0556  | 0.0169 |
| javax.ws.rs:javax.ws.rs-api                                                           |  126  |  0.0556  | 0.0238 |
| commons-codec:commons-codec                                                           |  372  |  0.0519  | 0.0108 |
| org.apache.tomcat:tomcat-jdbc                                                         |   33  |   0.05   | 0.0303 |
| org.glassfish.jersey.media:jersey-media-json-jackson                                  |  103  |  0.0488  | 0.0194 |
| org.hamcrest:hamcrest-library                                                         |   85  |  0.0476  | 0.0118 |
| org.springframework.security:spring-security-core                                     |  161  |  0.0476  | 0.0062 |
| org.springframework.data:spring-data-jpa                                              |  166  |  0.0465  | 0.012  |
| commons-httpclient:commons-httpclient                                                 |  101  |  0.0455  | 0.0099 |
| org.apache.cxf:cxf-rt-frontend-jaxrs                                                  |   47  |  0.0435  | 0.0213 |
| org.flywaydb:flyway-core                                                              |   49  |  0.0435  | 0.0204 |
| com.google.firebase:firebase-core                                                     |   53  |  0.0435  | 0.0189 |
| org.apache.ant:ant                                                                    |   41  |  0.0435  | 0.0244 |
